id_prova;questao;resposta_certa;resposta_detectada;correta
125;10;D;D;✓
125;11;C;C;✓
125;12;D;D;✓
125;13;B;B;✓
125;14;C;C;✓
125;15;B;B;✓
125;16;E;E;✓
125;17;A;A;✓
125;18;C;B;✘
125;19;D;D;✓
125;20;B;A;✘
125;21;B;B;✓
125;22;A;D;✘
125;23;C;C;✓
125;24;C;A;✘
125;25;A;A;✓
125;26;C;B;✘
125;27;A;B;✘
125;28;C;C;✓
125;29;C;A;✘
125;30;E;D;✘
125;31;C;B;✘
125;32;A;A;✓
125;33;B;B;✓
125;34;E;D;✘
125;35;D;D;✓
125;36;A;A;✓
125;37;B;A;✘
125;38;C;C;✓
125;39;B;A;✘
125;40;C;C;✓
125;41;D;C;✘
125;42;A;A;✓
125;43;D;C;✘
125;44;D;D;✓
125;45;C;B;✘
125;46;E;E;✓
125;47;C;A;✘
125;48;B;B;✓
125;49;C;C;✓
125;50;A;A;✓
125;51;C;C;✓
125;52;C;C;✓
125;53;A;A;✓
125;54;A;A;✓
125;55;D;D;✓
125;56;B;B;✓
125;57;A;A;✓
125;58;D;D;✓
125;59;E;E;✓
125;60;A;A;✓
126;1;E;E;✓
126;2;B;A;✘
126;3;C;A;✘
126;4;B;B;✓
126;5;A;A;✓
126;6;A;A;✓
126;7;C;C;✓
126;8;C;C;✓
126;9;B;B;✓
126;10;C;C;✓
126;11;B;B;✓
126;12;C;B;✘
126;13;B;B;✓
126;14;B;B;✓
126;15;D;D;✓
126;16;C;C;✓
126;17;B;B;✓
126;18;B;B;✓
126;19;D;D;✓
126;20;D;D;✓
126;21;E;B;✘
126;22;A;A;✓
126;23;E;E;✓
126;24;D;D;✓
126;25;B;B;✓
126;26;B;B;✓
126;27;E;E;✓
126;28;A;A;✓
126;29;C;B;✘
126;30;E;E;✓
126;31;C;B;✘
126;32;B;B;✓
126;33;A;A;✓
126;34;B;B;✓
126;35;C;B;✘
126;36;A;A;✓
126;37;B;D;✘
126;38;D;B;✘
126;39;A;A;✓
126;40;C;A;✘
126;41;C;C;✓
126;42;B;B;✓
126;43;E;E;✓
126;44;D;D;✓
126;45;C;C;✓
126;46;A;A;✓
126;47;C;B;✘
126;48;B;A;✘
126;49;C;B;✘
126;50;B;C;✘
126;51;B;C;✘
126;52;D;D;✓
126;53;A;A;✓
126;54;D;D;✓
126;55;A;C;✘
126;56;D;D;✓
126;57;E;D;✘
126;58;B;C;✘
126;59;D;D;✓
126;60;A;A;✓
127;1;D;D;✓
127;2;B;B;✓
127;3;A;A;✓
127;4;C;C;✓
127;5;B;B;✓
127;6;A;A;✓
127;7;C;C;✓
127;8;D;B;✘
127;9;B;B;✓
127;10;C;C;✓
127;11;E;A;✘
127;12;B;B;✓
127;13;E;D;✘
127;14;E;D;✘
127;15;E;D;✘
127;16;E;C;✘
127;17;E;E;✓
127;18;C;B;✘
127;19;D;C;✘
127;20;B;A;✘
127;21;E;E;✓
127;22;A;A;✓
127;23;E;E;✓
127;24;A;A;✓
127;25;B;B;✓
127;26;A;A;✓
127;27;E;E;✓
127;28;D;D;✓
127;29;B;B;✓
127;30;E;E;✓
127;31;A;A;✓
127;32;A;B;✘
127;33;A;A;✓
127;34;A;A;✓
127;35;A;C;✘
127;36;A;A;✓
127;37;B;A;✘
127;38;A;C;✘
127;39;E;E;✓
127;40;C;C;✓
127;41;A;A;✓
127;42;B;B;✓
127;43;E;D;✘
127;44;E;B;✘
127;45;C;C;✓
127;46;E;B;✘
127;47;E;B;✘
127;48;E;E;✓
127;49;D;B;✘
127;50;D;D;✓
127;51;D;D;✓
127;52;D;D;✓
127;53;D;C;✘
127;54;D;D;✓
127;55;D;B;✘
127;56;B;B;✓
127;57;C;B;✘
127;58;D;C;✘
127;59;E;E;✓
127;60;A;A;✓
128;1;D;D;✓
128;2;B;B;✓
128;3;B;B;✓
128;4;E;D;✘
128;5;C;B;✘
128;6;A;A;✓
128;7;C;C;✓
128;8;A;C;✘
128;9;B;C;✘
128;10;E;D;✘
128;11;E;C;✘
128;12;B;B;✓
128;13;B;C;✘
128;14;B;B;✓
128;15;A;B;✘
128;16;A;A;✓
128;17;B;B;✓
128;18;A;C;✘
128;19;B;B;✓
128;20;B;D;✘
128;21;E;E;✓
128;22;A;A;✓
128;23;E;D;✘
128;24;B;D;✘
128;25;C;B;✘
128;26;A;D;✘
128;27;E;D;✘
128;28;E;E;✓
128;29;C;C;✓
128;30;E;E;✓
128;31;B;C;✘
128;32;A;A;✓
128;33;B;B;✓
128;34;C;B;✘
128;35;C;C;✓
128;36;A;A;✓
128;37;C;B;✘
128;38;C;C;✓
128;39;E;C;✘
128;40;D;D;✓
128;41;C;C;✓
128;42;B;B;✓
128;43;C;C;✓
128;44;C;B;✘
128;45;B;B;✓
128;46;A;A;✓
128;47;A;A;✓
128;48;D;D;✓
128;49;C;C;✓
128;50;D;D;✓
128;51;B;B;✓
128;52;C;C;✓
128;53;B;B;✓
128;54;E;A;✘
128;55;A;A;✓
128;56;E;D;✘
128;57;C;C;✓
128;58;A;B;✘
128;59;E;D;✘
128;60;A;A;✓
129;1;D;D;✓
129;2;D;D;✓
129;3;C;C;✓
129;4;B;B;✓
129;5;B;B;✓
129;6;E;E;✓
129;7;A;C;✘
129;8;C;C;✓
129;9;D;D;✓
129;10;B;B;✓
129;11;B;B;✓
129;12;C;C;✓
129;13;C;C;✓
129;14;D;D;✓
129;15;A;A;✓
129;16;D;D;✓
129;17;E;E;✓
129;18;B;B;✓
129;19;C;C;✓
129;20;A;A;✓
129;21;E;E;✓
129;22;B;B;✓
129;23;E;E;✓
129;24;D;A;✘
129;25;D;D;✓
129;26;A;A;✓
129;27;B;B;✓
129;28;B;B;✓
129;29;A;A;✓
129;30;D;D;✓
129;31;C;A;✘
129;32;D;D;✓
129;33;E;A;✘
129;34;A;A;✓
129;35;B;B;✓
129;36;B;C;✘
129;37;E;E;✓
129;38;B;A;✘
129;39;B;A;✘
129;40;D;D;✓
129;41;C;B;✘
129;42;B;A;✘
129;43;B;C;✘
129;44;A;A;✓
129;45;B;B;✓
129;46;C;C;✓
129;47;C;C;✓
129;48;E;E;✓
129;49;D;D;✓
129;50;C;C;✓
129;51;D;D;✓
129;52;B;A;✘
129;53;D;B;✘
129;54;A;C;✘
129;55;A;A;✓
129;56;B;A;✘
129;57;B;A;✘
129;58;A;C;✘
129;59;B;B;✓
129;60;A;A;✓
130;1;C;B;✘
130;2;C;C;✓
130;3;E;A;✘
130;4;E;D;✘
130;5;B;B;✓
130;6;A;A;✓
130;7;E;E;✓
130;8;A;A;✓
130;9;A;A;✓
130;10;C;C;✓
130;11;B;B;✓
130;12;B;C;✘
130;13;B;B;✓
130;14;A;A;✓
130;15;A;A;✓
130;16;A;A;✓
130;17;D;C;✘
130;18;A;D;✘
130;19;C;C;✓
130;20;B;A;✘
130;21;E;E;✓
130;22;C;C;✓
130;23;A;A;✓
130;24;E;C;✘
130;25;E;E;✓
130;26;D;C;✘
130;27;E;E;✓
130;28;D;D;✓
130;29;B;B;✓
130;30;E;E;✓
130;31;B;B;✓
130;32;A;A;✓
130;33;B;B;✓
130;34;B;B;✓
130;35;D;B;✘
130;36;A;A;✓
130;37;A;A;✓
130;38;D;D;✓
130;39;C;C;✓
130;40;A;A;✓
130;41;E;A;✘
130;42;A;A;✓
130;43;C;C;✓
130;44;C;A;✘
130;45;C;C;✓
130;46;D;D;✓
130;47;A;A;✓
130;48;B;B;✓
130;49;C;C;✓
130;50;A;A;✓
130;51;C;C;✓
130;52;C;C;✓
130;53;A;C;✘
130;54;B;B;✓
130;55;A;C;✘
130;56;B;C;✘
130;57;C;C;✓
130;58;D;C;✘
130;59;A;A;✓
130;60;A;A;✓
131;1;C;C;✓
131;2;B;D;✘
131;3;E;C;✘
131;4;A;A;✓
131;5;A;A;✓
131;6;A;D;✘
131;7;E;E;✓
131;8;A;A;✓
131;9;A;A;✓
131;10;D;D;✓
131;11;A;A;✓
131;12;A;D;✘
131;13;B;A;✘
131;14;E;E;✓
131;15;A;A;✓
131;16;D;D;✓
131;17;C;B;✘
131;18;E;E;✓
131;19;E;E;✓
131;20;B;B;✓
131;21;E;E;✓
131;22;E;E;✓
131;23;E;D;✘
131;24;E;C;✘
131;25;C;B;✘
131;26;B;B;✓
131;27;C;B;✘
131;28;C;B;✘
131;29;E;C;✘
131;30;D;D;✓
131;31;A;D;✘
131;32;A;A;✓
131;33;E;E;✓
131;34;C;C;✓
131;35;D;C;✘
131;36;A;D;✘
131;37;D;D;✓
131;38;B;B;✓
131;39;D;D;✓
131;40;B;B;✓
131;41;A;A;✓
131;42;A;A;✓
131;43;C;C;✓
131;44;D;D;✓
131;45;D;B;✘
131;46;C;C;✓
131;47;D;B;✘
131;48;C;C;✓
131;49;C;B;✘
131;50;D;D;✓
131;51;E;E;✓
131;52;B;B;✓
131;53;A;A;✓
131;54;B;B;✓
131;55;A;C;✘
131;56;C;C;✓
131;57;B;B;✓
131;58;E;E;✓
131;59;E;E;✓
131;60;A;A;✓
135;1;B;A;✘
135;2;E;E;✓
135;3;A;A;✓
135;4;E;E;✓
135;5;A;A;✓
135;6;A;D;✘
135;7;E;E;✓
135;8;D;B;✘
135;9;B;B;✓
135;10;B;B;✓
135;11;D;D;✓
135;12;A;D;✘
135;13;B;B;✓
135;14;D;D;✓
135;15;E;D;✘
135;16;D;D;✓
135;17;B;C;✘
135;18;B;B;✓
135;19;C;C;✓
135;20;B;B;✓
135;21;E;E;✓
135;22;A;A;✓
135;23;B;B;✓
135;24;A;A;✓
135;25;C;C;✓
135;26;D;D;✓
135;27;C;C;✓
135;28;E;E;✓
135;29;C;C;✓
135;30;B;B;✓
135;31;A;A;✓
135;32;B;B;✓
135;33;C;C;✓
135;34;D;D;✓
135;35;E;E;✓
135;36;A;A;✓
135;37;D;C;✘
135;38;B;B;✓
135;39;C;C;✓
135;40;C;C;✓
135;42;B;B;✓
135;43;A;A;✓
135;44;C;C;✓
135;45;D;D;✓
135;46;A;A;✓
135;47;C;C;✓
135;48;D;D;✓
135;49;C;B;✘
135;50;A;A;✓
135;51;B;B;✓
135;52;C;C;✓
135;53;A;A;✓
135;54;C;C;✓
135;55;C;C;✓
135;56;A;A;✓
135;57;B;B;✓
135;58;B;B;✓
135;59;E;E;✓
135;60;A;A;✓
136;1;B;A;✘
136;2;C;A;✘
136;3;C;C;✓
136;4;E;C;✘
136;5;A;A;✓
136;6;A;D;✘
136;7;D;D;✓
136;8;D;D;✓
136;9;A;A;✓
136;10;B;B;✓
136;11;C;C;✓
136;12;D;C;✘
136;13;B;A;✘
136;14;B;A;✘
136;15;A;A;✓
136;16;E;E;✓
136;17;D;D;✓
136;18;C;C;✓
136;19;D;D;✓
136;20;B;B;✓
136;21;E;A;✘
136;22;A;A;✓
136;23;B;A;✘
136;24;B;B;✓
136;25;C;C;✓
136;26;A;A;✓
136;27;E;E;✓
136;28;C;B;✘
136;29;E;E;✓
136;30;D;D;✓
136;31;C;C;✓
136;32;A;A;✓
136;33;B;B;✓
136;34;E;A;✘
136;35;A;A;✓
136;36;A;B;✘
136;37;B;B;✓
136;38;C;C;✓
136;39;A;B;✘
136;40;E;E;✓
136;41;B;A;✘
136;42;B;A;✘
136;43;D;D;✓
136;44;D;E;✘
136;45;C;C;✓
136;46;E;E;✓
136;47;A;A;✓
136;48;C;C;✓
136;49;C;A;✘
136;50;C;C;✓
136;51;A;A;✓
136;52;D;C;✘
136;53;A;A;✓
136;54;D;C;✘
136;55;C;C;✓
136;56;A;A;✓
136;57;B;B;✓
136;58;E;D;✘
136;59;C;C;✓
136;60;A;A;✓
138;1;D;D;✓
138;2;B;A;✘
138;3;A;A;✓
138;4;E;E;✓
138;5;D;D;✓
138;6;A;A;✓
138;7;D;D;✓
138;8;C;C;✓
138;9;A;A;✓
138;10;D;D;✓
138;11;E;C;✘
138;12;E;E;✓
138;13;B;B;✓
138;14;C;C;✓
138;15;A;A;✓
138;16;A;A;✓
138;17;D;D;✓
138;18;E;E;✓
138;19;E;E;✓
138;20;B;B;✓
138;21;E;E;✓
138;22;B;B;✓
138;23;E;E;✓
138;24;D;D;✓
138;25;E;D;✘
138;26;A;A;✓
138;27;B;C;✘
138;28;A;A;✓
138;29;C;B;✘
138;30;E;E;✓
138;31;C;B;✘
138;32;D;A;✘
138;33;E;D;✘
138;34;A;C;✘
138;35;D;D;✓
138;36;E;E;✓
138;37;E;E;✓
138;38;B;B;✓
138;39;E;E;✓
138;40;B;B;✓
138;41;B;A;✘
138;42;E;E;✓
138;43;C;C;✓
138;44;D;D;✓
138;45;B;B;✓
138;46;A;A;✓
138;47;A;A;✓
138;48;D;C;✘
138;49;C;A;✘
138;50;A;A;✓
138;51;D;D;✓
138;52;D;D;✓
138;53;A;A;✓
138;54;B;B;✓
138;55;D;D;✓
138;56;B;B;✓
138;57;C;B;✘
138;58;A;C;✘
138;59;E;D;✘
138;60;A;A;✓
139;1;C;C;✓
139;2;B;B;✓
139;3;C;C;✓
139;4;C;C;✓
139;5;B;B;✓
139;6;C;A;✘
139;7;D;D;✓
139;8;C;C;✓
139;9;B;B;✓
139;10;D;D;✓
139;11;C;B;✘
139;12;B;B;✓
139;13;B;B;✓
139;14;B;B;✓
139;15;D;D;✓
139;16;B;A;✘
139;17;C;C;✓
139;18;C;B;✘
139;19;D;D;✓
139;20;B;B;✓
139;21;E;E;✓
139;22;A;B;✘
139;23;E;E;✓
139;24;A;D;✘
139;25;A;A;✓
139;26;A;D;✘
139;27;C;B;✘
139;28;C;B;✘
139;29;A;A;✓
139;30;E;E;✓
139;31;C;B;✘
139;32;A;A;✓
139;33;B;B;✓
139;34;E;E;✓
139;35;D;D;✓
139;36;A;A;✓
139;37;D;D;✓
139;38;C;C;✓
139;39;A;A;✓
139;40;C;C;✓
139;41;D;D;✓
139;42;D;D;✓
139;43;E;E;✓
139;44;D;D;✓
139;45;C;C;✓
139;46;D;D;✓
139;47;C;C;✓
139;48;C;C;✓
139;49;D;D;✓
139;50;D;A;✘
139;51;C;C;✓
139;52;D;C;✘
139;53;A;D;✘
139;54;D;C;✘
139;55;D;D;✓
139;56;C;C;✓
139;57;C;C;✓
139;58;A;D;✘
139;59;B;B;✓
139;60;A;A;✓
140;1;C;A;✘
140;2;D;D;✓
140;3;C;C;✓
140;4;A;D;✘
140;5;C;C;✓
140;6;E;E;✓
140;7;A;A;✓
140;8;A;A;✓
140;9;B;A;✘
140;10;D;D;✓
140;11;E;B;✘
140;12;A;A;✓
140;13;B;B;✓
140;14;C;C;✓
140;15;A;A;✓
140;16;E;D;✘
140;17;B;B;✓
140;18;B;A;✘
140;19;D;D;✓
140;20;A;A;✓
140;21;D;A;✘
140;22;E;D;✘
140;23;B;B;✓
140;24;D;D;✓
140;25;E;E;✓
140;26;B;B;✓
140;27;C;C;✓
140;28;D;D;✓
140;29;B;B;✓
140;30;A;D;✘
140;31;B;A;✘
140;32;C;C;✓
140;33;B;B;✓
140;34;E;D;✘
140;35;D;D;✓
140;36;A;A;✓
140;37;D;A;✘
140;38;B;B;✓
140;39;B;C;✘
140;40;D;D;✓
140;41;A;A;✓
140;42;C;A;✘
140;43;C;C;✓
140;44;B;C;✘
140;45;E;E;✓
140;46;E;E;✓
140;47;C;D;✘
140;48;D;D;✓
140;49;A;C;✘
140;50;A;A;✓
140;51;C;D;✘
140;52;A;D;✘
140;53;D;B;✘
140;54;E;C;✘
140;55;C;C;✓
140;56;C;C;✓
140;57;B;B;✓
140;58;A;A;✓
140;59;C;C;✓
140;60;E;E;✓
143;1;C;A;✘
143;2;B;B;✓
143;3;A;A;✓
143;4;D;A;✘
143;5;C;B;✘
143;6;A;A;✓
143;7;E;E;✓
143;8;D;C;✘
143;9;D;D;✓
143;10;D;C;✘
143;11;D;C;✘
143;12;C;C;✓
143;13;B;B;✓
143;14;B;B;✓
143;15;A;A;✓
143;16;A;A;✓
143;17;E;E;✓
143;18;D;C;✘
143;19;B;B;✓
143;20;B;B;✓
143;21;A;A;✓
143;22;B;B;✓
143;23;E;E;✓
143;24;B;B;✓
143;25;C;C;✓
143;26;A;A;✓
143;27;E;E;✓
143;28;C;C;✓
143;29;E;D;✘
143;30;A;A;✓
143;31;B;B;✓
143;32;C;C;✓
143;33;E;D;✘
143;34;D;C;✘
143;35;C;C;✓
143;36;E;D;✘
143;37;B;A;✘
143;38;C;C;✓
143;39;A;A;✓
143;40;A;A;✓
143;41;B;A;✘
143;42;E;E;✓
143;43;D;D;✓
143;44;C;B;✘
143;45;E;E;✓
143;46;B;A;✘
143;47;D;C;✘
143;48;C;C;✓
143;49;C;C;✓
143;50;D;C;✘
143;51;E;E;✓
143;52;B;B;✓
143;53;A;A;✓
143;54;A;A;✓
143;55;A;A;✓
143;56;D;D;✓
143;57;C;C;✓
143;58;A;A;✓
143;59;E;D;✘
143;60;A;A;✓
147;1;D;D;✓
147;2;D;D;✓
147;3;C;C;✓
147;4;C;A;✘
147;5;D;D;✓
147;6;A;A;✓
147;7;D;C;✘
147;8;C;C;✓
147;9;A;A;✓
147;10;B;B;✓
147;11;B;B;✓
147;12;A;A;✓
147;13;B;B;✓
147;14;D;C;✘
147;15;A;A;✓
147;16;B;B;✓
147;17;B;B;✓
147;18;C;B;✘
147;19;E;E;✓
147;20;B;B;✓
147;21;E;B;✘
147;22;E;E;✓
147;23;B;B;✓
147;24;B;B;✓
147;25;A;B;✘
147;26;C;C;✓
147;27;E;C;✘
147;28;C;C;✓
147;29;B;B;✓
147;30;D;C;✘
147;31;A;A;✓
147;32;B;B;✓
147;33;C;C;✓
147;34;E;B;✘
147;35;A;A;✓
147;36;A;A;✓
147;37;B;B;✓
147;38;C;C;✓
147;39;B;A;✘
147;40;E;E;✓
147;42;E;E;✓
147;43;E;E;✓
147;44;E;A;✘
147;45;C;A;✘
147;46;E;E;✓
147;47;D;C;✘
147;48;C;C;✓
147;49;B;B;✓
147;50;D;D;✓
147;51;A;A;✓
147;52;C;C;✓
147;53;E;E;✓
147;54;A;A;✓
147;55;D;C;✘
147;56;A;A;✓
147;57;A;A;✓
147;58;A;A;✓
147;59;D;D;✓
147;60;A;A;✓
150;1;C;C;✓
150;2;D;D;✓
150;3;A;B;✘
150;4;B;A;✘
150;5;B;B;✓
150;6;A;A;✓
150;7;E;E;✓
150;8;C;C;✓
150;9;B;B;✓
150;10;E;E;✓
150;11;D;D;✓
150;12;C;C;✓
150;13;D;D;✓
150;14;C;C;✓
150;15;E;E;✓
150;16;E;E;✓
150;17;B;B;✓
150;18;E;E;✓
150;19;D;D;✓
150;20;D;D;✓
150;21;E;E;✓
150;22;A;A;✓
150;23;E;E;✓
150;24;A;A;✓
150;25;D;D;✓
150;26;B;B;✓
150;27;C;C;✓
150;28;C;C;✓
150;29;E;E;✓
150;30;E;E;✓
150;31;E;E;✓
150;32;D;D;✓
150;33;A;A;✓
150;34;C;C;✓
150;35;A;A;✓
150;36;E;E;✓
150;37;A;A;✓
150;38;B;B;✓
150;39;E;E;✓
150;40;A;A;✓
150;41;D;D;✓
150;42;C;C;✓
150;43;D;D;✓
150;44;C;C;✓
150;45;D;D;✓
150;46;A;A;✓
150;47;A;C;✘
150;48;B;B;✓
150;49;C;C;✓
150;50;D;D;✓
150;51;C;C;✓
150;52;E;D;✘
150;53;A;C;✘
150;54;E;C;✘
150;55;D;D;✓
150;56;E;E;✓
150;57;D;D;✓
150;58;A;A;✓
150;59;E;E;✓
150;60;A;A;✓
154;1;C;C;✓
154;2;D;D;✓
154;3;C;B;✘
154;4;E;E;✓
154;5;B;B;✓
154;6;E;B;✘
154;7;C;C;✓
154;8;E;B;✘
154;9;A;C;✘
154;10;A;C;✘
154;11;E;E;✓
154;12;D;D;✓
154;13;D;A;✘
154;14;C;A;✘
154;15;E;B;✘
154;16;D;B;✘
154;17;C;C;✓
154;18;A;A;✓
154;19;B;C;✘
154;20;A;A;✓
154;21;C;C;✓
154;22;A;A;✓
154;23;B;B;✓
154;24;A;A;✓
154;25;A;A;✓
154;26;A;A;✓
154;27;B;B;✓
154;28;C;C;✓
154;29;B;B;✓
154;30;E;E;✓
154;31;B;B;✓
154;32;A;A;✓
154;33;B;A;✘
154;34;B;B;✓
154;35;A;A;✓
154;36;C;A;✘
154;37;D;D;✓
154;38;C;C;✓
154;39;A;A;✓
154;40;D;D;✓
154;41;B;B;✓
154;42;C;C;✓
154;43;D;D;✓
154;44;A;A;✓
154;45;A;D;✘
154;46;B;B;✓
154;47;B;B;✓
154;48;B;B;✓
154;49;C;A;✘
154;50;D;C;✘
154;51;E;C;✘
154;53;A;A;✓
154;54;D;B;✘
154;55;C;C;✓
154;56;A;B;✘
154;57;A;B;✘
154;58;A;B;✘
154;59;C;C;✓
154;60;A;A;✓
157;1;A;A;✓
157;2;B;A;✘
157;3;A;A;✓
157;4;A;A;✓
157;5;A;A;✓
157;6;C;C;✓
157;7;E;E;✓
157;8;C;C;✓
157;9;D;D;✓
157;10;E;A;✘
157;11;E;E;✓
157;12;B;A;✘
157;13;D;C;✘
157;14;C;C;✓
157;15;A;A;✓
157;16;E;E;✓
157;17;D;D;✓
157;18;B;B;✓
157;19;C;C;✓
157;20;B;B;✓
157;21;E;A;✘
157;22;A;A;✓
157;23;D;A;✘
157;24;B;B;✓
157;25;C;C;✓
157;26;C;C;✓
157;27;E;E;✓
157;28;A;A;✓
157;29;E;E;✓
157;30;C;C;✓
157;31;E;B;✘
157;32;A;A;✓
157;33;D;D;✓
157;34;E;E;✓
157;35;A;B;✘
157;36;C;C;✓
157;37;B;B;✓
157;38;C;C;✓
157;39;A;A;✓
157;40;D;D;✓
157;41;E;A;✘
157;42;C;A;✘
157;43;E;E;✓
157;44;D;D;✓
157;45;D;D;✓
157;46;C;C;✓
157;47;B;B;✓
157;48;A;A;✓
157;49;C;C;✓
157;50;E;E;✓
157;51;A;A;✓
157;52;D;D;✓
157;53;C;C;✓
157;54;D;A;✘
157;55;A;A;✓
157;56;B;B;✓
157;57;C;C;✓
157;58;A;A;✓
157;59;C;B;✘
157;60;A;A;✓
159;1;C;A;✘
159;2;B;B;✓
159;3;A;A;✓
159;4;E;E;✓
159;5;B;A;✘
159;6;E;E;✓
159;7;B;B;✓
159;8;D;D;✓
159;9;A;A;✓
159;10;C;C;✓
159;11;D;D;✓
159;12;E;E;✓
159;13;B;B;✓
159;14;D;B;✘
159;15;A;A;✓
159;16;C;A;✘
159;17;B;C;✘
159;18;B;B;✓
159;19;D;D;✓
159;20;B;B;✓
159;21;E;A;✘
159;22;A;A;✓
159;23;A;A;✓
159;24;B;B;✓
159;25;D;D;✓
159;26;D;D;✓
159;27;D;D;✓
159;28;D;D;✓
159;29;D;D;✓
159;30;D;D;✓
159;31;A;A;✓
159;32;A;A;✓
159;33;D;D;✓
159;34;E;E;✓
159;35;A;A;✓
159;36;A;A;✓
159;37;C;C;✓
159;38;C;C;✓
159;39;B;B;✓
159;40;E;E;✓
159;41;D;A;✘
159;42;C;A;✘
159;43;A;A;✓
159;44;C;C;✓
159;45;D;C;✘
159;46;E;E;✓
159;47;E;A;✘
159;48;E;E;✓
159;49;C;B;✘
159;50;D;D;✓
159;51;C;C;✓
159;52;B;B;✓
159;53;C;C;✓
159;54;D;B;✘
159;55;D;D;✓
159;56;C;C;✓
159;57;A;A;✓
159;58;A;A;✓
159;59;E;D;✘
159;60;A;A;✓
160;1;C;A;✘
160;2;B;A;✘
160;3;A;A;✓
160;4;E;D;✘
160;5;E;B;✘
160;6;D;C;✘
160;7;E;D;✘
160;8;D;A;✘
160;9;A;A;✓
160;10;B;B;✓
160;11;C;C;✓
160;12;C;C;✓
160;13;B;B;✓
160;14;C;C;✓
160;15;A;A;✓
160;16;C;C;✓
160;17;B;B;✓
160;18;B;B;✓
160;19;D;D;✓
160;20;B;B;✓
160;21;E;A;✘
160;22;A;A;✓
160;23;A;A;✓
160;24;B;B;✓
160;25;B;B;✓
160;26;A;A;✓
160;27;C;A;✘
160;28;D;D;✓
160;29;C;C;✓
160;30;E;D;✘
160;31;C;C;✓
160;32;B;A;✘
160;33;A;A;✓
160;34;D;C;✘
160;35;E;E;✓
160;36;A;C;✘
160;37;D;D;✓
160;38;C;C;✓
160;39;B;B;✓
160;40;D;D;✓
160;41;B;A;✘
160;42;C;A;✘
160;43;D;D;✓
160;44;C;C;✓
160;45;C;C;✓
160;46;D;D;✓
160;47;A;B;✘
160;48;E;A;✘
160;49;C;B;✘
160;50;D;D;✓
160;51;C;C;✓
160;52;E;C;✘
160;53;B;B;✓
160;54;D;B;✘
160;55;D;D;✓
160;56;C;C;✓
160;57;A;A;✓
160;58;A;A;✓
160;59;E;D;✘
160;60;A;A;✓
161;1;E;E;✓
161;2;C;C;✓
161;3;C;C;✓
161;4;E;E;✓
161;5;D;D;✓
161;6;C;C;✓
161;7;D;D;✓
161;8;E;E;✓
161;9;B;A;✘
161;10;E;D;✘
161;11;D;D;✓
161;12;C;B;✘
161;13;B;B;✓
161;14;C;B;✘
161;15;C;B;✘
161;16;C;C;✓
161;17;B;B;✓
161;18;C;B;✘
161;19;E;E;✓
161;20;B;B;✓
161;21;A;A;✓
161;22;A;A;✓
161;23;B;B;✓
161;24;C;C;✓
161;25;D;C;✘
161;26;B;A;✘
161;27;A;A;✓
161;28;C;B;✘
161;29;B;B;✓
161;30;E;D;✘
161;31;A;A;✓
161;32;A;A;✓
161;33;A;A;✓
161;34;A;A;✓
161;35;A;A;✓
161;36;A;A;✓
161;37;A;A;✓
161;38;B;A;✘
161;39;C;C;✓
161;40;C;C;✓
161;41;C;C;✓
161;42;A;A;✓
161;43;D;D;✓
161;44;D;D;✓
161;45;D;D;✓
161;46;D;D;✓
161;47;D;D;✓
161;48;D;D;✓
161;49;D;D;✓
161;50;D;D;✓
161;51;C;C;✓
161;52;C;B;✘
161;53;C;C;✓
161;54;C;B;✘
161;55;C;B;✘
161;56;C;C;✓
161;57;A;B;✘
161;58;D;D;✓
161;59;E;E;✓
161;60;A;A;✓
162;1;C;C;✓
162;2;B;B;✓
162;3;A;A;✓
162;4;D;D;✓
162;5;A;A;✓
162;6;C;C;✓
162;7;E;E;✓
162;8;C;D;✘
162;9;D;D;✓
162;10;D;D;✓
162;11;C;C;✓
162;12;A;A;✓
162;13;B;B;✓
162;14;A;A;✓
162;15;C;C;✓
162;16;C;C;✓
162;17;A;A;✓
162;18;E;E;✓
162;19;D;D;✓
162;20;B;B;✓
162;21;B;B;✓
162;22;A;A;✓
162;23;B;B;✓
162;24;B;B;✓
162;25;E;C;✘
162;26;A;A;✓
162;27;E;B;✘
162;28;C;B;✘
162;29;E;C;✘
162;30;E;D;✘
162;31;C;C;✓
162;32;E;D;✘
162;33;E;E;✓
162;34;E;D;✘
162;35;B;B;✓
162;36;A;A;✓
162;37;E;A;✘
162;38;C;C;✓
162;39;A;A;✓
162;40;C;C;✓
162;41;A;A;✓
162;42;B;B;✓
162;43;E;E;✓
162;44;B;B;✓
162;45;D;D;✓
162;46;A;A;✓
162;47;C;C;✓
162;48;D;D;✓
162;49;C;C;✓
162;50;C;C;✓
162;51;B;B;✓
162;52;A;A;✓
162;53;A;A;✓
162;54;C;A;✘
162;55;D;D;✓
162;56;A;B;✘
162;57;A;A;✓
162;58;D;D;✓
162;59;E;E;✓
162;60;A;A;✓
163;1;D;D;✓
163;2;B;B;✓
163;3;C;C;✓
163;4;D;C;✘
163;5;A;A;✓
163;6;A;A;✓
163;7;A;A;✓
163;8;E;A;✘
163;9;E;E;✓
163;10;E;A;✘
163;11;B;B;✓
163;12;D;D;✓
163;13;B;B;✓
163;14;D;D;✓
163;15;D;D;✓
163;16;C;A;✘
163;17;B;B;✓
163;18;C;A;✘
163;19;B;B;✓
163;20;B;A;✘
163;21;D;D;✓
163;22;B;B;✓
